#Data tag : 24v1 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
281613:5331,09/25/16 06:03:32,803,HLT_PFJet450_v9,0.011599847,0.009854551
281639:5338,09/26/16 07:45:13,132,HLT_PFJet450_v9,0.020460171,0.019206349
281641:5338,09/26/16 09:34:34,319,HLT_PFJet450_v9,0.041453982,0.039703345
281693:5339,09/26/16 16:57:00,2191,HLT_PFJet450_v9,0.392769988,0.379849392
281707:5340,09/27/16 09:47:29,952,HLT_PFJet450_v9,0.226613353,0.216904519
281726:5340,09/27/16 16:14:38,289,HLT_PFJet450_v9,0.051752146,0.049834009
281727:5340,09/27/16 18:10:03,1605,HLT_PFJet450_v9,0.209736412,0.203808379
281797:5345,09/28/16 12:04:48,2052,HLT_PFJet450_v9,0.416945918,0.401981324
281975:5351,09/30/16 03:23:12,215,HLT_PFJet450_v9,0.059112937,0.054587501
281976:5351,09/30/16 04:48:03,2166,HLT_PFJet450_v9,0.356897527,0.343304198
282033:5352,09/30/16 21:30:43,40,HLT_PFJet450_v9,0.010229250,0.008351862
282034:5352,09/30/16 21:48:05,35,HLT_PFJet450_v9,0.010009227,0.008733301
282035:5352,09/30/16 22:03:01,42,HLT_PFJet450_v9,0.011610463,0.009514642
282037:5352,09/30/16 22:24:14,1861,HLT_PFJet450_v9,0.348879789,0.334747246
282092:5355,10/02/16 13:49:37,1784,HLT_PFJet450_v9,0.309686033,0.299676595
282708:5391,10/09/16 08:39:30,8,HLT_PFJet450_v9,0.002529322,0.002144558
282710:5391,10/09/16 08:49:08,9,HLT_PFJet450_v9,0.002750876,0.000350704
282712:5391,10/09/16 09:00:13,60,HLT_PFJet450_v9,0.017728020,0.016882292
282730:5393,10/09/16 12:41:53,79,HLT_PFJet450_v9,0.023493630,0.020631795
282731:5393,10/09/16 13:13:59,175,HLT_PFJet450_v9,0.051734307,0.048048286
282732:5393,10/09/16 14:23:16,72,HLT_PFJet450_v9,0.019839507,0.018281462
282733:5393,10/09/16 14:52:26,178,HLT_PFJet450_v9,0.045598421,0.043632314
282734:5393,10/09/16 16:03:11,329,HLT_PFJet450_v9,0.074315367,0.071211184
282735:5393,10/09/16 18:12:39,1823,HLT_PFJet450_v9,0.280527990,0.272048477
282800:5394,10/10/16 14:17:15,381,HLT_PFJet450_v9,0.099344536,0.094644857
282807:5394,10/10/16 16:48:03,328,HLT_PFJet450_v9,0.075699677,0.071321820
282814:5394,10/10/16 18:58:58,1843,HLT_PFJet450_v9,0.287645141,0.278819558
282842:5395,10/11/16 10:34:00,80,HLT_PFJet450_v9,0.024793098,0.023797366
282917:5401,10/12/16 01:27:07,82,HLT_PFJet450_v9,0.021295382,0.018175426
282918:5401,10/12/16 02:00:22,56,HLT_PFJet450_v9,0.014908038,0.013025009
282919:5401,10/12/16 02:23:36,243,HLT_PFJet450_v9,0.060010505,0.057863735
282922:5401,10/12/16 05:09:33,137,HLT_PFJet450_v9,0.028881577,0.025785002
282923:5401,10/12/16 06:04:20,226,HLT_PFJet450_v9,0.044249828,0.040888008
283042:5405,10/12/16 22:38:59,10,HLT_PFJet450_v9,0.002704425,0.001435533
283043:5405,10/12/16 22:44:16,519,HLT_PFJet450_v9,0.123757476,0.117972506
283049:5406,10/13/16 05:05:17,17,HLT_PFJet450_v9,0.005584502,0.003171817
283050:5406,10/13/16 05:13:23,221,HLT_PFJet450_v9,0.065358207,0.058639575
283052:5406,10/13/16 06:45:19,120,HLT_PFJet450_v9,0.032942085,0.029110576
283059:5406,10/13/16 08:00:56,451,HLT_PFJet450_v9,0.104313418,0.099841264
283270:5416,10/14/16 18:39:48,1837,HLT_PFJet450_v9,0.399537383,0.385521210
283283:5416,10/15/16 06:35:59,1748,HLT_PFJet450_v9,0.204630501,0.199136156
283305:5418,10/15/16 21:41:13,11,HLT_PFJet450_v9,0.003092626,0.001407942
283306:5418,10/15/16 21:46:57,291,HLT_PFJet450_v9,0.081714901,0.077780643
283307:5418,10/15/16 23:43:44,461,HLT_PFJet450_v9,0.107440707,0.101384034
283308:5418,10/16/16 02:46:26,946,HLT_PFJet450_v9,0.168349843,0.161919434
283353:5421,10/16/16 19:55:17,750,HLT_PFJet450_v9,0.201897165,0.193296966
283358:5421,10/17/16 00:50:19,981,HLT_PFJet450_v9,0.183348536,0.173997642
283359:5421,10/17/16 07:15:19,428,HLT_PFJet450_v9,0.062846963,0.061358758
283407:5423,10/17/16 21:54:07,39,HLT_PFJet450_v9,0.013057305,0.009938879
283408:5423,10/17/16 22:10:43,2355,HLT_PFJet450_v9,0.479821546,0.461816465
283416:5423,10/18/16 15:16:09,197,HLT_PFJet450_v9,0.022663827,0.022044105
283453:5424,10/18/16 19:07:49,455,HLT_PFJet450_v9,0.130170528,0.124741121
283469:5426,10/19/16 01:09:36,1,HLT_PFJet450_v9,0.000336328,0.000031461
283478:5427,10/19/16 04:13:19,874,HLT_PFJet450_v9,0.220830595,0.212593955
283548:5433,10/19/16 22:58:16,146,HLT_PFJet450_v9,0.027871122,0.026583803
283680:5437,10/21/16 03:17:51,87,HLT_PFJet450_v9,0.021364637,0.019145319
283681:5437,10/21/16 03:56:07,23,HLT_PFJet450_v9,0.005479847,0.003854775
283682:5437,10/21/16 04:08:38,384,HLT_PFJet450_v9,0.083417115,0.080903225
283685:5437,10/21/16 06:39:38,314,HLT_PFJet450_v9,0.021584449,0.020476214
283820:5439,10/21/16 20:48:18,1482,HLT_PFJet450_v9,0.270406684,0.261598727
283830:5439,10/22/16 06:27:24,722,HLT_PFJet450_v9,0.106078202,0.103188837
283834:5439,10/22/16 11:11:28,82,HLT_PFJet450_v9,0.010473801,0.009088268
283835:5439,10/22/16 11:45:28,112,HLT_PFJet450_v9,0.013217799,0.011410360
283865:5441,10/22/16 17:30:09,1177,HLT_PFJet450_v9,0.276459279,0.267265935
283876:5442,10/23/16 03:38:50,668,HLT_PFJet450_v9,0.174657723,0.165629295
283877:5442,10/23/16 07:59:53,1496,HLT_PFJet450_v9,0.256054873,0.248062170
283884:5443,10/23/16 23:44:05,408,HLT_PFJet450_v9,0.108996968,0.103096196
283885:5443,10/24/16 02:25:30,1723,HLT_PFJet450_v9,0.301835544,0.293297335
283933:5446,10/24/16 18:32:31,148,HLT_PFJet450_v9,0.043649818,0.040818835
283934:5446,10/24/16 19:33:15,1258,HLT_PFJet450_v9,0.282758143,0.272353913
283946:5448,10/25/16 07:30:41,1378,HLT_PFJet450_v9,0.315329684,0.303446667
283964:5448,10/25/16 16:29:30,388,HLT_PFJet450_v9,0.061117188,0.059246802
284006:5450,10/26/16 01:53:26,321,HLT_PFJet450_v9,0.060879464,0.058267372
284014:5450,10/26/16 03:59:16,266,HLT_PFJet450_v9,0.049611443,0.048298876
284025:5451,10/26/16 08:56:20,52,HLT_PFJet450_v9,0.013889933,0.012336625
284029:5451,10/26/16 09:19:00,112,HLT_PFJet450_v9,0.032150210,0.030294679
284035:5451,10/26/16 10:04:52,361,HLT_PFJet450_v9,0.091850301,0.088596369
284036:5451,10/26/16 12:28:09,349,HLT_PFJet450_v9,0.076220124,0.072473292
284037:5451,10/26/16 14:48:03,341,HLT_PFJet450_v9,0.065183720,0.063010360
284038:5451,10/26/16 17:02:16,55,HLT_PFJet450_v9,0.009800281,0.009192519
284039:5451,10/26/16 17:27:02,30,HLT_PFJet450_v9,0.005248224,0.004843458
284040:5451,10/26/16 17:42:18,35,HLT_PFJet450_v9,0.006049726,0.005499267
284041:5451,10/26/16 17:59:11,45,HLT_PFJet450_v9,0.007455427,0.006876669
284042:5451,10/26/16 18:23:53,129,HLT_PFJet450_v9,0.020785636,0.019884807
284043:5451,10/26/16 19:17:23,225,HLT_PFJet450_v9,0.033489560,0.032003512
284044:5451,10/26/16 20:46:05,30,HLT_PFJet450_v9,0.004412021,0.004325715
#Summary:
#hltpath,nfill,nrun,ncms,totdelivered(/fb),totrecorded(/fb)
#HLT_PFJet450_v4,23,66,29821,2.925686067,2.788072133
#HLT_PFJet450_v5,48,149,101379,15.790096020,15.054596952
#HLT_PFJet450_v7,41,92,54513,10.199504958,9.727260454
#HLT_PFJet450_v9,32,86,47654,9.125280076,8.740119304
#
#Sum delivered  : 38.040567122
#Sum recorded : 36.310048842
#Check JSON:
#(run,ls) in json but not in results: []
